Product,Max_Demand,Sold_Tickets,Legs,Tasks,Assigned_Fleets
P042945,2.29,2.29,BA2243ZWSTFB,BA2243,F0C0Y76
P042946,0.3,0.3,BA2243ZWSTFB,BA2243,F0C0Y76
P042947,0.28,0.28,BA2243ZWSTFB,BA2243,F0C0Y76
P042948,6.66,6.66,BA2243ZWSTFB,BA2243,F0C0Y76
P042949,0.45,0.45,BA2243ZWSTFB,BA2243,F0C0Y76
P042950,1.0,1.0,BA2243ZWSTFB,BA2243,F0C0Y76
P042951,0.96,0.96,BA2243ZWSTFB,BA2243,F0C0Y76
P042952,4.68,4.68,BA2243ZWSTFB,BA2243,F0C0Y76
P042953,6.23,6.23,BA2243ZWSTFB,BA2243,F0C0Y76
P042954,4.17,4.17,BA2243ZWSTFB,BA2243,F0C0Y76
P042956,7.38,7.38,BA2265ZWSTFB,BA2265,F0C0Y76
P042957,0.61,0.61,BA2265ZWSTFB,BA2265,F0C0Y76
P042958,11.24,11.24,BA2265ZWSTFB,BA2265,F0C0Y76
P042959,3.94,3.94,BA2265ZWSTFB,BA2265,F0C0Y76
P042961,4.41,4.41,BA2265ZWSTFB,BA2265,F0C0Y76
P042962,2.45,2.45,BA2265ZWSTFB,BA2265,F0C0Y76
P042963,21.74,5.44,BA2265ZWSTFB,BA2265,F0C0Y76
P042964,12.22,12.22,BA2265ZWSTFB,BA2265,F0C0Y76
P042965,4.39,4.39,BA2265ZWSTFB,BA2265,F0C0Y76
P042966,0.33,0.33,BA2267ZWSTFB,BA2267,F0C0Y72
P042967,5.89,5.89,BA2267ZWSTFB,BA2267,F0C0Y72
P042968,0.71,0.71,BA2267ZWSTFB,BA2267,F0C0Y72
P042969,0.35,0.35,BA2267ZWSTFB,BA2267,F0C0Y72
P042970,4.15,4.15,BA2267ZWSTFB,BA2267,F0C0Y72
P042974,5.71,5.71,BA2267ZWSTFB,BA2267,F0C0Y72
P042976,1.94,1.94,BA2267ZWSTFB,BA2267,F0C0Y72
P042977,0.3,0.3,BA2409ZWSTFB,BA2409,F0C0Y76
P042978,5.73,5.73,BA2409ZWSTFB,BA2409,F0C0Y76
P042980,2.99,2.99,BA2409ZWSTFB,BA2409,F0C0Y76
P042981,1.9,1.9,BA2409ZWSTFB,BA2409,F0C0Y76
P042982,0.33,0.33,BA2409ZWSTFB,BA2409,F0C0Y76
P042983,1.0,1.0,BA2409ZWSTFB,BA2409,F0C0Y76
P042984,0.3,0.3,BA2409ZWSTFB,BA2409,F0C0Y76
P042985,4.4,4.4,BA2409ZWSTFB,BA2409,F0C0Y76
P042986,0.61,0.61,BA2409ZWSTFB,BA2409,F0C0Y76
P042987,0.91,0.91,BA2409ZWSTFB,BA2409,F0C0Y76
P042998,0.33,0.33,BA2026QEYTFB -> BA2435ZWSQEY,BA2026 -> BA2435,F0C0Y76 -> F0C0Y76
P043000,0.54,0.54,AA0316TFBTGP -> BA2033ZWSTFB,AA0316 -> BA2033,F16C0Y165 -> F0C0Y76
P043002,1.5,1.5,AA0316TFBTGP -> BA2033ZWSTFB,AA0316 -> BA2033,F16C0Y165 -> F0C0Y76
P043003,1.03,1.03,AA0316TFBTGP -> BA2033ZWSTFB,AA0316 -> BA2033,F16C0Y165 -> F0C0Y76
P043007,1.37,1.37,AA0316TFBTGP -> BA2033ZWSTFB,AA0316 -> BA2033,F16C0Y165 -> F0C0Y76
P043013,0.75,0.75,AA0318TFBTGP -> BA2227ZWSTFB,AA0318 -> BA2227,F16C0Y165 -> F12C12Y48
P043018,0.73,0.73,AA0318TFBTGP -> BA2227ZWSTFB,AA0318 -> BA2227,F16C0Y165 -> F12C12Y48
P043024,1.0,1.0,AA0300TFBTGP -> BA2233ZWSTFB,AA0300 -> BA2233,F0C0Y76 -> F0C0Y76
P043044,0.66,0.66,AA0388QEYTGP -> BA2435ZWSQEY,AA0388 -> BA2435,F16C0Y165 -> F0C0Y76
P043051,1.47,1.47,AA0388QEYTGP -> BA2435ZWSQEY,AA0388 -> BA2435,F16C0Y165 -> F0C0Y76
P043062,0.33,0.33,BA2046QEYTFB -> AA0300TFBTGP -> BA2435ZWSQEY,BA2046 -> AA0300 -> BA2435,F0C0Y76 -> F0C0Y76 -> F0C0Y76
P043066,0.67,0.67,BA2635QEYTGP -> BA2451ZWSQEY,super_BA2635 -> BA2451,F0C0Y76 -> F0C0Y72
P043084,0.33,0.33,BA2076MBYTKD -> AA0704ZWSMBY,BA2076 -> AA0704,F0C0Y76 -> F16C0Y165
P043088,0.62,0.62,BA2078MBYTKD -> AA0706ZWSMBY,BA2078 -> AA0706,F0C0Y76 -> F16C0Y165
P043101,0.33,0.33,AA0324TFBTKD -> BA2227ZWSTFB,AA0324 -> BA2227,F16C0Y165 -> F12C12Y48
P043115,1.25,1.25,AA0226TFBTKD -> BA2233ZWSTFB,super_AA0226 -> BA2233,F16C0Y165 -> F0C0Y76
P043123,0.39,0.39,AA0326TFBTKD -> BA2265ZWSTFB,AA0326 -> BA2265,F16C0Y165 -> F0C0Y76
P043134,0.66,0.66,AA0328TFBTKD -> BA2267ZWSTFB,AA0328 -> BA2267,F16C0Y165 -> F0C0Y72
P043139,0.05,0.05,AA0328TFBTKD -> BA2267ZWSTFB,AA0328 -> BA2267,F16C0Y165 -> F0C0Y72
P043143,0.38,0.38,AA0328TFBTKD -> BA2409ZWSTFB,AA0328 -> BA2409,F16C0Y165 -> F0C0Y76
P043145,2.0,2.0,AA0328TFBTKD -> BA2409ZWSTFB,AA0328 -> BA2409,F16C0Y165 -> F0C0Y76
P043148,0.76,0.76,AA0328TFBTKD -> BA2409ZWSTFB,AA0328 -> BA2409,F16C0Y165 -> F0C0Y76
P043150,0.05,0.05,AA0328TFBTKD -> BA2409ZWSTFB,AA0328 -> BA2409,F16C0Y165 -> F0C0Y76
P043156,0.33,0.33,BA2617QEYTKD -> BA2435ZWSQEY,BA2617 -> BA2435,F0C0Y76 -> F0C0Y76
P043161,0.38,0.38,BA2617QEYTKD -> BA2435ZWSQEY,BA2617 -> BA2435,F0C0Y76 -> F0C0Y76
P043165,0.05,0.05,BA2167QEYTKD -> BA2451ZWSQEY,super_BA2167 -> BA2451,F16C0Y165 -> F0C0Y72
P043166,0.05,0.05,BA2167QEYTKD -> BA2451ZWSQEY,super_BA2167 -> BA2451,F16C0Y165 -> F0C0Y72
P043167,0.38,0.38,BA2167QEYTKD -> BA2451ZWSQEY,super_BA2167 -> BA2451,F16C0Y165 -> F0C0Y72
P043168,0.05,0.05,BA2167QEYTKD -> BA2451ZWSQEY,super_BA2167 -> BA2451,F16C0Y165 -> F0C0Y72
P043170,0.05,0.05,BA2167QEYTKD -> BA2451ZWSQEY,super_BA2167 -> BA2451,F16C0Y165 -> F0C0Y72
P043172,0.05,0.05,BA2167QEYTKD -> BA2451ZWSQEY,super_BA2167 -> BA2451,F16C0Y165 -> F0C0Y72
P043173,0.05,0.05,BA2167QEYTKD -> BA2451ZWSQEY,super_BA2167 -> BA2451,F16C0Y165 -> F0C0Y72
P043179,0.62,0.62,BA2377QEYTKD -> BA2451ZWSQEY,BA2377 -> BA2451,F0C0Y76 -> F0C0Y72
P043187,2.58,2.58,AA0250MBYTKE -> AA0708ZWSMBY,AA0250 -> AA0708,F16C0Y165 -> F0C0Y76
P043189,0.66,0.66,AA0250MBYTKE -> AA0708ZWSMBY,AA0250 -> AA0708,F16C0Y165 -> F0C0Y76
P043194,4.5,4.5,AA0250MBYTKE -> AA0708ZWSMBY,AA0250 -> AA0708,F16C0Y165 -> F0C0Y76
P043198,1.0,1.0,AA0252MBYTKE -> AA0712ZWSMBY,AA0252 -> AA0712,F0C0Y76 -> F0C0Y76
P043209,1.22,1.22,AA0821TFBTNG -> BA2033ZWSTFB,super_AA0821 -> BA2033,F0C0Y76 -> F0C0Y76
P043220,0.27,0.27,AA0368TFBTNG -> BA2227ZWSTFB,AA0368 -> BA2227,F16C0Y165 -> F12C12Y48
P043231,0.62,0.62,AA0372TFBTNG -> BA2233ZWSTFB,AA0372 -> BA2233,F0C0Y76 -> F0C0Y76
P043238,0.67,0.67,AA0372TFBTNG -> BA2233ZWSTFB,AA0372 -> BA2233,F0C0Y76 -> F0C0Y76
P043242,0.99,0.99,AA0362TFBTNG -> BA2265ZWSTFB,AA0362 -> BA2265,F16C0Y165 -> F0C0Y76
P043249,0.33,0.33,AA0362TFBTNG -> BA2265ZWSTFB,AA0362 -> BA2265,F16C0Y165 -> F0C0Y76
P043253,2.26,2.26,AA0821TFBTNG -> BA2267ZWSTFB,super_AA0821 -> BA2267,F0C0Y76 -> F0C0Y72
P043264,6.61,6.61,AA0821TFBTNG -> BA2409ZWSTFB,super_AA0821 -> BA2409,F0C0Y76 -> F0C0Y76
P043266,0.24,0.24,AA0821TFBTNG -> BA2409ZWSTFB,super_AA0821 -> BA2409,F0C0Y76 -> F0C0Y76
P043275,5.65,5.65,BA2645QEYTNG -> BA2435ZWSQEY,BA2645 -> BA2435,F0C0Y76 -> F0C0Y76
P043282,1.77,1.77,BA2645QEYTNG -> BA2435ZWSQEY,BA2645 -> BA2435,F0C0Y76 -> F0C0Y76
P043283,2.09,2.09,BA2645QEYTNG -> BA2435ZWSQEY,BA2645 -> BA2435,F0C0Y76 -> F0C0Y76
P043284,0.46,0.46,BA2645QEYTNG -> BA2435ZWSQEY,BA2645 -> BA2435,F0C0Y76 -> F0C0Y76
P043285,0.31,0.31,BA2541QEYTNG -> BA2451ZWSQEY,BA2541 -> BA2451,F0C0Y76 -> F0C0Y72
P043286,0.33,0.33,BA2541QEYTNG -> BA2451ZWSQEY,BA2541 -> BA2451,F0C0Y76 -> F0C0Y72
P043288,0.33,0.33,BA2541QEYTNG -> BA2451ZWSQEY,BA2541 -> BA2451,F0C0Y76 -> F0C0Y72
P043293,2.02,2.02,BA2541QEYTNG -> BA2451ZWSQEY,BA2541 -> BA2451,F0C0Y76 -> F0C0Y72
P043294,0.82,0.82,BA2541QEYTNG -> BA2451ZWSQEY,BA2541 -> BA2451,F0C0Y76 -> F0C0Y72
P043297,0.53,0.53,AA0512TFBTOB -> BA2033ZWSTFB,AA0512 -> BA2033,F16C0Y165 -> F0C0Y76
P043308,2.17,2.17,AA0516TFBTOB -> BA2233ZWSTFB,AA0516 -> BA2233,F0C0Y76 -> F0C0Y76
P043315,1.97,1.97,AA0516TFBTOB -> BA2233ZWSTFB,AA0516 -> BA2233,F0C0Y76 -> F0C0Y76
P043319,0.33,0.33,AA0518TFBTOB -> BA2233ZWSTFB,AA0518 -> BA2233,F0C0Y76 -> F0C0Y76
P043321,0.35,0.35,AA0518TFBTOB -> BA2233ZWSTFB,AA0518 -> BA2233,F0C0Y76 -> F0C0Y76
P043337,3.45,3.45,AA0512TFBTOB -> BA2267ZWSTFB,AA0512 -> BA2267,F16C0Y165 -> F0C0Y72
P043341,0.81,0.81,AA0514TFBTOB -> BA2409ZWSTFB,AA0514 -> BA2409,F16C0Y165 -> F0C0Y76
P043343,0.37,0.37,AA0514TFBTOB -> BA2409ZWSTFB,AA0514 -> BA2409,F16C0Y165 -> F0C0Y76
P043348,1.25,1.25,AA0514TFBTOB -> BA2409ZWSTFB,AA0514 -> BA2409,F16C0Y165 -> F0C0Y76
P043352,0.02,0.02,AA0087TFBBOD -> BA2115ZZDTFB,AA0087 -> BA2115,F16C0Y165 -> F12C12Y48
P043353,0.9,0.9,AA0087TFBBOD -> BA2115ZZDTFB,AA0087 -> BA2115,F16C0Y165 -> F12C12Y48
P043354,0.02,0.02,AA0087TFBBOD -> BA2115ZZDTFB,AA0087 -> BA2115,F16C0Y165 -> F12C12Y48
P043355,0.02,0.02,AA0087TFBBOD -> BA2115ZZDTFB,AA0087 -> BA2115,F16C0Y165 -> F12C12Y48
P043356,0.34,0.34,AA0087TFBBOD -> BA2115ZZDTFB,AA0087 -> BA2115,F16C0Y165 -> F12C12Y48
P043359,0.02,0.02,AA0087TFBBOD -> BA2115ZZDTFB,AA0087 -> BA2115,F16C0Y165 -> F12C12Y48
P043360,0.02,0.02,AA0087TFBBOD -> BA2115ZZDTFB,AA0087 -> BA2115,F16C0Y165 -> F12C12Y48
P043361,0.34,0.34,AA0087TFBBOD -> BA2115ZZDTFB,AA0087 -> BA2115,F16C0Y165 -> F12C12Y48
P043363,0.02,0.02,AA0093TFBBOD -> BA2117ZZDTFB,AA0093 -> BA2117,F16C0Y165 -> F0C0Y76
P043365,0.02,0.02,AA0093TFBBOD -> BA2117ZZDTFB,AA0093 -> BA2117,F16C0Y165 -> F0C0Y76
P043366,0.33,0.33,AA0093TFBBOD -> BA2117ZZDTFB,AA0093 -> BA2117,F16C0Y165 -> F0C0Y76
P043368,0.33,0.33,AA0093TFBBOD -> BA2117ZZDTFB,AA0093 -> BA2117,F16C0Y165 -> F0C0Y76
P043370,0.02,0.02,AA0093TFBBOD -> BA2117ZZDTFB,AA0093 -> BA2117,F16C0Y165 -> F0C0Y76
P043372,0.64,0.64,AA0093TFBBOD -> BA2117ZZDTFB,AA0093 -> BA2117,F16C0Y165 -> F0C0Y76
P043374,0.02,0.02,AA0101TFBBOD -> BA2117ZZDTFB,AA0101 -> BA2117,F16C0Y165 -> F0C0Y76
P043379,1.41,1.41,AA0101TFBBOD -> BA2117ZZDTFB,AA0101 -> BA2117,F16C0Y165 -> F0C0Y76
P043381,0.02,0.02,AA0101TFBBOD -> BA2117ZZDTFB,AA0101 -> BA2117,F16C0Y165 -> F0C0Y76
P043389,0.46,0.46,AA0119TFBBOD -> BA2117ZZDTFB,AA0119 -> BA2117,F0C0Y76 -> F0C0Y76
P043392,0.02,0.02,AA0119TFBBOD -> BA2117ZZDTFB,AA0119 -> BA2117,F0C0Y76 -> F0C0Y76
P043396,0.02,0.02,AA0107TFBBOD -> BA2119ZZDTFB,AA0107 -> BA2119,F0C0Y76 -> F0C0Y76
P043399,0.48,0.48,AA0107TFBBOD -> BA2119ZZDTFB,AA0107 -> BA2119,F0C0Y76 -> F0C0Y76
P043400,0.28,0.28,AA0107TFBBOD -> BA2119ZZDTFB,AA0107 -> BA2119,F0C0Y76 -> F0C0Y76
P043401,0.29,0.29,AA0107TFBBOD -> BA2119ZZDTFB,AA0107 -> BA2119,F0C0Y76 -> F0C0Y76
P043403,0.02,0.02,AA0107TFBBOD -> BA2119ZZDTFB,AA0107 -> BA2119,F0C0Y76 -> F0C0Y76
P043416,0.26,0.26,AA0731TFBBOD -> BA2119ZZDTFB,super_AA0731 -> BA2119,F16C0Y165 -> F0C0Y76
P043425,0.33,0.33,BA2378TFBHFH -> BA2115ZZDTFB,BA2378 -> BA2115,F0C0Y76 -> F12C12Y48
P043427,0.99,0.99,BA2378TFBHFH -> BA2115ZZDTFB,BA2378 -> BA2115,F0C0Y76 -> F12C12Y48
P043432,0.67,0.67,BA2506TFBHFH -> BA2117ZZDTFB,BA2506 -> BA2117,F0C0Y72 -> F0C0Y76
P043434,0.33,0.33,BA2506TFBHFH -> BA2117ZZDTFB,BA2506 -> BA2117,F0C0Y72 -> F0C0Y76
P043436,2.67,2.67,BA2506TFBHFH -> BA2117ZZDTFB,BA2506 -> BA2117,F0C0Y72 -> F0C0Y76
P043438,0.33,0.33,BA2506TFBHFH -> BA2117ZZDTFB,BA2506 -> BA2117,F0C0Y72 -> F0C0Y76
P043440,2.74,2.74,BA2115ZZDTFB,BA2115,F12C12Y48
P043441,0.33,0.33,BA2115ZZDTFB,BA2115,F12C12Y48
P043442,0.33,0.33,BA2115ZZDTFB,BA2115,F12C12Y48
P043443,4.64,4.64,BA2115ZZDTFB,BA2115,F12C12Y48
P043445,2.16,2.16,BA2115ZZDTFB,BA2115,F12C12Y48
P043446,2.0,2.0,BA2115ZZDTFB,BA2115,F12C12Y48
P043447,12.62,12.62,BA2115ZZDTFB,BA2115,F12C12Y48
P043448,4.36,4.36,BA2115ZZDTFB,BA2115,F12C12Y48
P043449,3.29,3.29,BA2115ZZDTFB,BA2115,F12C12Y48
P043450,0.33,0.33,BA2117ZZDTFB,BA2117,F0C0Y76
P043451,4.18,4.18,BA2117ZZDTFB,BA2117,F0C0Y76
P043453,4.19,4.19,BA2117ZZDTFB,BA2117,F0C0Y76
P043454,3.32,3.32,BA2117ZZDTFB,BA2117,F0C0Y76
P043455,0.33,0.33,BA2117ZZDTFB,BA2117,F0C0Y76
P043456,4.04,4.04,BA2117ZZDTFB,BA2117,F0C0Y76
P043457,2.03,2.03,BA2117ZZDTFB,BA2117,F0C0Y76
P043458,14.12,14.12,BA2117ZZDTFB,BA2117,F0C0Y76
P043459,1.99,1.99,BA2117ZZDTFB,BA2117,F0C0Y76
P043460,1.99,1.99,BA2117ZZDTFB,BA2117,F0C0Y76
P043461,0.37,0.37,BA2119ZZDTFB,BA2119,F0C0Y76
P043462,3.59,3.59,BA2119ZZDTFB,BA2119,F0C0Y76
P043464,0.33,0.33,BA2119ZZDTFB,BA2119,F0C0Y76
P043465,2.0,2.0,BA2119ZZDTFB,BA2119,F0C0Y76
P043466,0.33,0.33,BA2119ZZDTFB,BA2119,F0C0Y76
P043467,4.66,4.66,BA2119ZZDTFB,BA2119,F0C0Y76
P043468,2.66,2.66,BA2119ZZDTFB,BA2119,F0C0Y76
P043469,11.96,11.96,BA2119ZZDTFB,BA2119,F0C0Y76
P043471,2.66,2.66,BA2119ZZDTFB,BA2119,F0C0Y76
P043477,0.31,0.31,AA0083TFBBOD -> BA2381ZZKTFB,AA0083 -> BA2381,F16C0Y165 -> F0C0Y76
P043481,1.66,1.66,AA0083TFBBOD -> BA2381ZZKTFB,AA0083 -> BA2381,F16C0Y165 -> F0C0Y76
P043490,0.57,0.57,AA0087TFBBOD -> BA2381ZZKTFB,AA0087 -> BA2381,F16C0Y165 -> F0C0Y76
P043504,0.67,0.67,AA0097TFBBOD -> BA2383ZZKTFB,AA0097 -> BA2383,F16C0Y165 -> F12C0Y112
P043511,0.61,0.61,AA0093TFBBOD -> BA2385ZZKTFB,AA0093 -> BA2385,F16C0Y165 -> F0C0Y76
P043525,0.95,0.95,AA0103TFBBOD -> BA2389ZZKTFB,AA0103 -> BA2389,F0C0Y76 -> F16C0Y165
P043527,0.05,0.05,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043528,0.09,0.09,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043529,0.09,0.09,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043530,1.43,1.43,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043531,0.09,0.09,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043532,0.08,0.08,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043534,0.02,0.02,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043535,0.09,0.09,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043536,0.09,0.09,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043537,0.42,0.42,AA0008TFBFXS -> BA2381ZZKTFB,AA0008 -> BA2381,F16C0Y165 -> F0C0Y76
P043539,0.38,0.38,AA0014TFBFXS -> BA2385ZZKTFB,AA0014 -> BA2385,F0C0Y76 -> F0C0Y76
P043541,1.67,1.67,AA0014TFBFXS -> BA2385ZZKTFB,AA0014 -> BA2385,F0C0Y76 -> F0C0Y76
P043550,0.18,0.18,AA0606TFBMBT -> BA2381ZZKTFB,AA0606 -> BA2381,F16C0Y165 -> F0C0Y76
P043557,0.28,0.28,AA0606TFBMBT -> BA2381ZZKTFB,AA0606 -> BA2381,F16C0Y165 -> F0C0Y76
P043561,4.19,4.19,AA0608TFBMBT -> BA2381ZZKTFB,AA0608 -> BA2381,F16C0Y165 -> F0C0Y76
P043563,0.08,0.08,AA0608TFBMBT -> BA2381ZZKTFB,AA0608 -> BA2381,F16C0Y165 -> F0C0Y76
P043564,0.05,0.05,AA0608TFBMBT -> BA2381ZZKTFB,AA0608 -> BA2381,F16C0Y165 -> F0C0Y76
P043567,0.39,0.39,AA0608TFBMBT -> BA2381ZZKTFB,AA0608 -> BA2381,F16C0Y165 -> F0C0Y76
P043568,0.24,0.24,AA0608TFBMBT -> BA2381ZZKTFB,AA0608 -> BA2381,F16C0Y165 -> F0C0Y76
P043569,4.27,4.27,AA0608TFBMBT -> BA2381ZZKTFB,AA0608 -> BA2381,F16C0Y165 -> F0C0Y76
P043572,11.57,11.57,AA0604TFBMBT -> BA2383ZZKTFB,AA0604 -> BA2383,F16C0Y165 -> F12C0Y112
P043574,2.51,2.51,AA0604TFBMBT -> BA2383ZZKTFB,AA0604 -> BA2383,F16C0Y165 -> F12C0Y112
P043575,1.31,1.31,AA0604TFBMBT -> BA2383ZZKTFB,AA0604 -> BA2383,F16C0Y165 -> F12C0Y112
P043579,0.17,0.17,AA0604TFBMBT -> BA2383ZZKTFB,AA0604 -> BA2383,F16C0Y165 -> F12C0Y112
P043580,2.06,2.06,AA0604TFBMBT -> BA2383ZZKTFB,AA0604 -> BA2383,F16C0Y165 -> F12C0Y112
P043581,0.27,0.27,AA0604TFBMBT -> BA2383ZZKTFB,AA0604 -> BA2383,F16C0Y165 -> F12C0Y112
P043583,1.27,1.27,AA0610TFBMBT -> BA2383ZZKTFB,AA0610 -> BA2383,F16C0Y165 -> F12C0Y112
P043585,0.04,0.04,AA0610TFBMBT -> BA2383ZZKTFB,AA0610 -> BA2383,F16C0Y165 -> F12C0Y112
P043586,0.04,0.04,AA0610TFBMBT -> BA2383ZZKTFB,AA0610 -> BA2383,F16C0Y165 -> F12C0Y112
P043590,0.04,0.04,AA0610TFBMBT -> BA2383ZZKTFB,AA0610 -> BA2383,F16C0Y165 -> F12C0Y112
P043591,0.71,0.71,AA0610TFBMBT -> BA2383ZZKTFB,AA0610 -> BA2383,F16C0Y165 -> F12C0Y112
P043594,7.14,7.14,AA0618TFBMBT -> BA2387ZZKTFB,AA0618 -> BA2387,F16C0Y165 -> F12C12Y48
P043601,2.47,2.47,AA0618TFBMBT -> BA2387ZZKTFB,AA0618 -> BA2387,F16C0Y165 -> F12C12Y48
P043605,4.27,4.27,AA0614TFBMBT -> BA2389ZZKTFB,AA0614 -> BA2389,F0C0Y76 -> F16C0Y165
P043612,0.87,0.87,AA0614TFBMBT -> BA2389ZZKTFB,AA0614 -> BA2389,F0C0Y76 -> F16C0Y165
P043616,0.36,0.36,AA0456TFBMBY -> BA2381ZZKTFB,AA0456 -> BA2381,F16C0Y165 -> F0C0Y76
P043623,1.64,1.64,AA0456TFBMBY -> BA2381ZZKTFB,AA0456 -> BA2381,F16C0Y165 -> F0C0Y76
P043627,1.17,1.17,AA0458TFBMBY -> BA2381ZZKTFB,AA0458 -> BA2381,F16C0Y165 -> F0C0Y76
P043630,1.46,1.46,AA0458TFBMBY -> BA2381ZZKTFB,AA0458 -> BA2381,F16C0Y165 -> F0C0Y76
P043638,0.41,0.41,AA0452TFBMBY -> BA2383ZZKTFB,AA0452 -> BA2383,F16C0Y165 -> F12C0Y112
P043645,2.71,2.71,AA0452TFBMBY -> BA2383ZZKTFB,AA0452 -> BA2383,F16C0Y165 -> F12C0Y112
P043646,0.38,0.38,AA0452TFBMBY -> BA2383ZZKTFB,AA0452 -> BA2383,F16C0Y165 -> F12C0Y112
P043649,1.91,1.91,AA0460TFBMBY -> BA2383ZZKTFB,AA0460 -> BA2383,F16C0Y165 -> F12C0Y112
P043656,1.21,1.21,AA0460TFBMBY -> BA2383ZZKTFB,AA0460 -> BA2383,F16C0Y165 -> F12C0Y112
P043660,0.65,0.65,AA0470TFBMBY -> BA2385ZZKTFB,AA0470 -> BA2385,F16C0Y165 -> F0C0Y76
P043671,0.99,0.99,AA0476TFBMBY -> BA2385ZZKTFB,AA0476 -> BA2385,F16C0Y165 -> F0C0Y76
P043682,0.34,0.34,AA0474TFBMBY -> BA2387ZZKTFB,AA0474 -> BA2387,F16C0Y165 -> F12C12Y48
P043693,0.32,0.32,AA0462TFBMBY -> BA2389ZZKTFB,AA0462 -> BA2389,F0C0Y76 -> F16C0Y165
P043700,0.65,0.65,AA0462TFBMBY -> BA2389ZZKTFB,AA0462 -> BA2389,F0C0Y76 -> F16C0Y165
P043705,1.08,1.08,AA0875TFBMJI -> BA2381ZZKTFB,AA0875 -> BA2381,F16C0Y165 -> F0C0Y76
P043706,0.13,0.13,AA0875TFBMJI -> BA2381ZZKTFB,AA0875 -> BA2381,F16C0Y165 -> F0C0Y76
P043707,5.33,5.33,AA0875TFBMJI -> BA2381ZZKTFB,AA0875 -> BA2381,F16C0Y165 -> F0C0Y76
P043711,0.13,0.13,AA0875TFBMJI -> BA2381ZZKTFB,AA0875 -> BA2381,F16C0Y165 -> F0C0Y76
P043712,0.13,0.13,AA0875TFBMJI -> BA2381ZZKTFB,AA0875 -> BA2381,F16C0Y165 -> F0C0Y76
P043715,0.02,0.02,BA2129TFBQEY -> AA0861QEYPHH -> BA2381ZZKTFB,BA2129 -> AA0861 -> BA2381,F16C0Y165 -> F16C0Y165 -> F0C0Y76
P043718,1.32,1.32,BA2129TFBQEY -> AA0861QEYPHH -> BA2381ZZKTFB,BA2129 -> AA0861 -> BA2381,F16C0Y165 -> F16C0Y165 -> F0C0Y76
P043722,0.02,0.02,BA2129TFBQEY -> AA0861QEYPHH -> BA2381ZZKTFB,BA2129 -> AA0861 -> BA2381,F16C0Y165 -> F16C0Y165 -> F0C0Y76
P043723,1.06,1.06,BA2129TFBQEY -> AA0861QEYPHH -> BA2381ZZKTFB,BA2129 -> AA0861 -> BA2381,F16C0Y165 -> F16C0Y165 -> F0C0Y76
P043726,0.02,0.02,AA0861QEYPHH -> BA2635TFBQEY -> BA2381ZZKTFB,AA0861 -> super_BA2635 -> BA2381,F16C0Y165 -> F0C0Y76 -> F0C0Y76
P043727,0.91,0.91,AA0861QEYPHH -> BA2635TFBQEY -> BA2381ZZKTFB,AA0861 -> super_BA2635 -> BA2381,F16C0Y165 -> F0C0Y76 -> F0C0Y76
P043733,0.02,0.02,AA0861QEYPHH -> BA2635TFBQEY -> BA2381ZZKTFB,AA0861 -> super_BA2635 -> BA2381,F16C0Y165 -> F0C0Y76 -> F0C0Y76
P043737,0.02,0.02,AA0867TFBPHH -> BA2385ZZKTFB,AA0867 -> BA2385,F16C0Y165 -> F0C0Y76
P043740,5.05,5.05,AA0867TFBPHH -> BA2385ZZKTFB,AA0867 -> BA2385,F16C0Y165 -> F0C0Y76
P043742,0.36,0.36,AA0867TFBPHH -> BA2385ZZKTFB,AA0867 -> BA2385,F16C0Y165 -> F0C0Y76
P043744,0.02,0.02,AA0867TFBPHH -> BA2385ZZKTFB,AA0867 -> BA2385,F16C0Y165 -> F0C0Y76
P043748,0.02,0.02,AA0867TFBPHH -> BA2387ZZKTFB,AA0867 -> BA2387,F16C0Y165 -> F12C12Y48
P043750,0.73,0.73,AA0867TFBPHH -> BA2387ZZKTFB,AA0867 -> BA2387,F16C0Y165 -> F12C12Y48
P043755,0.02,0.02,AA0867TFBPHH -> BA2387ZZKTFB,AA0867 -> BA2387,F16C0Y165 -> F12C12Y48
P043758,0.33,0.33,BA2129TFBQEY -> BA2381ZZKTFB,BA2129 -> BA2381,F16C0Y165 -> F0C0Y76
P043759,0.33,0.33,BA2129TFBQEY -> BA2381ZZKTFB,BA2129 -> BA2381,F16C0Y165 -> F0C0Y76
