Product,Expected_Demand,Expected_Sold,Expected_Unmet,Legs,Tasks,Assigned_Fleets
P044187,1.0,1.0,0.0,BA2609FVHQEY,super_BA2609,F16C0Y165
P044188,19.55,9.75,9.8,BA2609FVHQEY,super_BA2609,F16C0Y165
P044189,3.1,3.1,0.0,BA2609FVHQEY,super_BA2609,F16C0Y165
P044190,9.05,9.05,0.0,BA2609FVHQEY,super_BA2609,F16C0Y165
P044191,12.75,12.75,0.0,BA2609FVHQEY,super_BA2609,F16C0Y165
P044195,23.6,0.8,22.8,BA2609FVHQEY,super_BA2609,F16C0Y165
P044196,11.2,11.2,0.0,BA2609FVHQEY,super_BA2609,F16C0Y165
P044197,2.05,2.05,0.0,BA2609FVHQEY,super_BA2609,F16C0Y165
P044199,0.9,0.15,0.75,AA0498TFBTBO -> BA2170QEYTFB -> BA2609FVHQEY,AA0498 -> BA2170 -> super_BA2609,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P044220,3.85,3.85,0.0,BA2132QEYTFB -> BA2609FVHQEY,BA2132 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044231,3.8,3.8,0.0,BA2170QEYTFB -> BA2609FVHQEY,BA2170 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044243,17.5,17.5,0.0,BA2517QEYTGP -> BA2609FVHQEY,BA2517 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044244,0.15,0.15,0.0,BA2517QEYTGP -> BA2609FVHQEY,BA2517 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044247,0.05,0.05,0.0,BA2517QEYTGP -> BA2609FVHQEY,BA2517 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044250,24.95,5.2,19.75,BA2517QEYTGP -> BA2609FVHQEY,BA2517 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044254,17.9,0.85,17.05,AA0404QEYTKD -> BA2609FVHQEY,AA0404 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044278,20.55,20.55,0.0,BA2633QEYTNG -> BA2609FVHQEY,BA2633 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044279,11.65,11.65,0.0,BA2633QEYTNG -> BA2609FVHQEY,BA2633 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044283,22.7,0.45,22.25,BA2633QEYTNG -> BA2609FVHQEY,BA2633 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044284,11.45,11.45,0.0,BA2633QEYTNG -> BA2609FVHQEY,BA2633 -> super_BA2609,F16C0Y165 -> F16C0Y165
P044300,1.0,0.55,0.45,AA0137QEYBOD -> BA2532GBUQEY,AA0137 -> BA2532,F16C0Y165 -> F16C0Y165
P044301,11.65,11.65,0.0,AA0137QEYBOD -> BA2532GBUQEY,AA0137 -> BA2532,F16C0Y165 -> F16C0Y165
P044306,11.05,9.65,1.4,AA0137QEYBOD -> BA2532GBUQEY,AA0137 -> BA2532,F16C0Y165 -> F16C0Y165
P044327,22.1,22.1,0.0,BA2064TFBFBU -> BA2044QEYTFB -> BA2532GBUQEY,BA2064 -> BA2044 -> BA2532,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P044336,0.95,0.95,0.0,BA2064TFBFBU -> BA2170QEYTFB -> BA2532GBUQEY,BA2064 -> BA2170 -> BA2532,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P044345,11.25,11.25,0.0,BA2134TFBFBU -> BA2534GBUTFB,BA2134 -> BA2534,F16C0Y165 -> F0C0Y76
P044347,1.95,1.95,0.0,BA2134TFBFBU -> BA2534GBUTFB,BA2134 -> BA2534,F16C0Y165 -> F0C0Y76
P044349,22.25,22.25,0.0,BA2134TFBFBU -> BA2534GBUTFB,BA2134 -> BA2534,F16C0Y165 -> F0C0Y76
P044352,1.15,1.15,0.0,BA2532GBUQEY,BA2532,F16C0Y165
P044353,18.15,18.15,0.0,BA2532GBUQEY,BA2532,F16C0Y165
P044354,4.0,4.0,0.0,BA2532GBUQEY,BA2532,F16C0Y165
P044355,10.1,10.1,0.0,BA2532GBUQEY,BA2532,F16C0Y165
P044356,1.0,1.0,0.0,BA2532GBUQEY,BA2532,F16C0Y165
P044358,4.95,4.95,0.0,BA2532GBUQEY,BA2532,F16C0Y165
P044360,20.1,20.1,0.0,BA2532GBUQEY,BA2532,F16C0Y165
P044362,1.0,1.0,0.0,BA2532GBUQEY,BA2532,F16C0Y165
P044386,17.05,16.85,0.2,BA2044QEYTFB -> BA2532GBUQEY,BA2044 -> BA2532,F16C0Y165 -> F16C0Y165
P044389,12.3,12.3,0.0,BA2044QEYTFB -> BA2532GBUQEY,BA2044 -> BA2532,F16C0Y165 -> F16C0Y165
P044391,0.65,0.65,0.0,BA2044QEYTFB -> BA2532GBUQEY,BA2044 -> BA2532,F16C0Y165 -> F16C0Y165
P044394,10.75,10.75,0.0,BA2044QEYTFB -> BA2532GBUQEY,BA2044 -> BA2532,F16C0Y165 -> F16C0Y165
P044411,12.55,12.55,0.0,BA2170QEYTFB -> BA2532GBUQEY,BA2170 -> BA2532,F16C0Y165 -> F16C0Y165
P044413,0.85,0.85,0.0,BA2170QEYTFB -> BA2532GBUQEY,BA2170 -> BA2532,F16C0Y165 -> F16C0Y165
P044415,23.9,5.7,18.2,BA2170QEYTFB -> BA2532GBUQEY,BA2170 -> BA2532,F16C0Y165 -> F16C0Y165
P044430,19.4,17.15,2.25,BA2534GBUTFB,BA2534,F0C0Y76
P044431,0.95,0.95,0.0,BA2534GBUTFB,BA2534,F0C0Y76
P044432,1.0,1.0,0.0,BA2534GBUTFB,BA2534,F0C0Y76
P044433,4.95,4.95,0.0,BA2534GBUTFB,BA2534,F0C0Y76
P044435,9.25,9.25,0.0,BA2534GBUTFB,BA2534,F0C0Y76
P044437,30.65,2.45,28.2,BA2534GBUTFB,BA2534,F0C0Y76
P044439,4.8,4.8,0.0,BA2534GBUTFB,BA2534,F0C0Y76
P044441,6.35,0.5,5.85,BA2604MBQMBY,BA2604,F0C0Y76
P044442,0.4,0.4,0.0,BA2604MBQMBY,BA2604,F0C0Y76
P044443,53.25,43.4,9.85,BA2604MBQMBY,BA2604,F0C0Y76
P044447,3.35,3.35,0.0,BA2604MBQMBY,BA2604,F0C0Y76
P044450,6.4,6.4,0.0,BA2604MBQMBY,BA2604,F0C0Y76
P044454,20.9,0.7,20.2,AA0463MBYTFB -> BA2604MBQMBY,AA0463 -> BA2604,F16C0Y165 -> F0C0Y76
P044461,0.2,0.2,0.0,AA0463MBYTFB -> BA2604MBQMBY,AA0463 -> BA2604,F16C0Y165 -> F0C0Y76
P044472,5.6,1.2,4.4,AA0471MBYTFB -> BA2604MBQMBY,AA0471 -> BA2604,F16C0Y165 -> F0C0Y76
P044474,19.65,14.05,5.6,AA0711MBYZWS -> BA2604MBQMBY,AA0711 -> BA2604,F16C0Y165 -> F0C0Y76
P044483,5.8,5.8,0.0,AA0711MBYZWS -> BA2604MBQMBY,AA0711 -> BA2604,F16C0Y165 -> F0C0Y76
P044485,18.2,18.05,0.15,BA2603MBYMBQ,BA2603,F0C0Y76
P044487,27.3,27.3,0.0,BA2603MBYMBQ,BA2603,F0C0Y76
P044494,5.75,5.75,0.0,BA2603MBYMBQ,BA2603,F0C0Y76
P044521,13.7,13.7,0.0,AA0101TFBBOD -> BA2638PBLTFB,AA0101 -> BA2638,F16C0Y165 -> F16C0Y165
P044536,23.3,1.6,21.7,AA0109TFBBOD -> BA2638PBLTFB,AA0109 -> BA2638,F16C0Y165 -> F16C0Y165
P044547,21.3,20.35,0.95,AA0119TFBBOD -> BA2638PBLTFB,AA0119 -> BA2638,F16C0Y165 -> F16C0Y165
P044558,22.35,21.7,0.65,AA0137QEYBOD -> BA2644PBLQEY,AA0137 -> super_BA2644,F16C0Y165 -> F16C0Y165
P044562,17.1,8.25,8.85,BA2490TFBCMJ -> BA2638PBLTFB,BA2490 -> BA2638,F16C0Y165 -> F16C0Y165
P044564,20.3,20.3,0.0,BA2490TFBCMJ -> BA2638PBLTFB,BA2490 -> BA2638,F16C0Y165 -> F16C0Y165
P044573,18.4,9.2,9.2,BA2339QEYFVH -> BA2610PBLQEY,BA2339 -> BA2610,F16C0Y165 -> F0C0Y76
P044584,17.8,3.5,14.3,BA2081QEYFVH -> BA2636PBLQEY,BA2081 -> BA2636,F16C0Y165 -> F0C0Y76
P044602,22.25,7.25,15.0,BA2644QEYFVH -> BA2636PBLQEY,super_BA2644 -> BA2636,F16C0Y165 -> F0C0Y76
P044606,17.55,5.15,12.4,BA2299TFBFVH -> BA2638PBLTFB,BA2299 -> BA2638,F16C0Y165 -> F16C0Y165
P044615,0.95,0.95,0.0,BA2299TFBFVH -> BA2638PBLTFB,BA2299 -> BA2638,F16C0Y165 -> F16C0Y165
P044617,18.8,18.8,0.0,BA2644PBLFVH,,
P044619,21.0,21.0,0.0,BA2644PBLFVH,,
P044624,2.15,2.15,0.0,BA2644PBLFVH,,
P044657,24.5,0.4,24.1,BA2410TFBHFH -> BA2638PBLTFB,BA2410 -> BA2638,F16C0Y165 -> F16C0Y165
P044668,22.7,21.35,1.35,BA2356QEYHFH -> BA2644PBLQEY,BA2356 -> super_BA2644,F16C0Y165 -> F16C0Y165
P044681,0.85,0.85,0.0,AA0859TFBIOM -> BA2638PBLTFB,AA0859 -> BA2638,F16C0Y165 -> F16C0Y165
P044683,17.0,17.0,0.0,BA2574PBLQEY,BA2574,F0C0Y76
P044684,5.7,5.7,0.0,BA2574PBLQEY,BA2574,F0C0Y76
P044686,0.05,0.05,0.0,BA2574PBLQEY,BA2574,F0C0Y76
P044688,8.85,8.85,0.0,BA2574PBLQEY,BA2574,F0C0Y76
P044690,33.8,32.9,0.9,BA2574PBLQEY,BA2574,F0C0Y76
P044692,6.05,6.05,0.0,BA2574PBLQEY,BA2574,F0C0Y76
P044694,8.65,8.65,0.0,BA2610PBLQEY,BA2610,F0C0Y76
P044695,6.65,6.65,0.0,BA2610PBLQEY,BA2610,F0C0Y76
P044696,20.0,20.0,0.0,BA2610PBLQEY,BA2610,F0C0Y76
P044699,3.75,3.75,0.0,BA2610PBLQEY,BA2610,F0C0Y76
P044701,30.7,15.3,15.4,BA2610PBLQEY,BA2610,F0C0Y76
P044703,2.3,2.3,0.0,BA2610PBLQEY,BA2610,F0C0Y76
P044705,8.2,8.2,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044706,4.3,4.3,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044707,1.2,1.2,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044708,1.7,1.7,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044709,0.9,0.9,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044710,10.1,10.1,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044712,24.4,24.4,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044713,11.55,11.55,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044714,2.85,2.85,0.0,BA2636PBLQEY,BA2636,F0C0Y76
P044717,1.55,1.55,0.0,BA2061TFBQEY -> BA2638PBLTFB,BA2061 -> BA2638,F16C0Y165 -> F16C0Y165
P044725,1.0,1.0,0.0,BA2061TFBQEY -> BA2638PBLTFB,BA2061 -> BA2638,F16C0Y165 -> F16C0Y165
P044727,9.15,9.15,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044728,4.5,4.5,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044729,9.2,9.2,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044730,2.5,2.5,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044731,0.9,0.9,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044732,8.55,8.55,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044734,38.35,38.35,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044735,11.25,11.25,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044736,2.2,2.2,0.0,BA2644PBLQEY,super_BA2644,F16C0Y165
P044746,11.2,10.15,1.05,BA2042QEYTFB -> BA2214TFBQVX -> BA2610PBLQEY,BA2042 -> super_BA2214 -> BA2610,F16C0Y165 -> F16C0Y165 -> F0C0Y76
P044756,23.35,23.35,0.0,BA2170QEYTFB -> BA2220TFBQVX -> BA2644PBLQEY,BA2170 -> BA2220 -> super_BA2644,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P044790,0.35,0.05,0.3,BA2624QEYTFB -> BA2636PBLQEY,BA2624 -> BA2636,F16C0Y165 -> F0C0Y76
P044793,20.4,20.4,0.0,BA2638PBLTFB,BA2638,F16C0Y165
P044794,4.65,4.65,0.0,BA2638PBLTFB,BA2638,F16C0Y165
P044795,1.2,1.2,0.0,BA2638PBLTFB,BA2638,F16C0Y165
P044796,1.7,1.7,0.0,BA2638PBLTFB,BA2638,F16C0Y165
P044797,1.0,1.0,0.0,BA2638PBLTFB,BA2638,F16C0Y165
P044800,48.7,48.7,0.0,BA2638PBLTFB,BA2638,F16C0Y165
P044801,11.25,11.25,0.0,BA2638PBLTFB,BA2638,F16C0Y165
P044802,2.0,2.0,0.0,BA2638PBLTFB,BA2638,F16C0Y165
P044811,23.7,10.2,13.5,BA2044QEYTFB -> BA2644PBLQEY,BA2044 -> super_BA2644,F16C0Y165 -> F16C0Y165
P044822,22.75,1.55,21.2,BA2170QEYTFB -> BA2644PBLQEY,BA2170 -> super_BA2644,F16C0Y165 -> F16C0Y165
P044825,2.6,2.6,0.0,AA0083TFBBOD -> BA2544QEYTFB,AA0083 -> BA2544,F16C0Y165 -> F16C0Y165
P044827,5.55,0.6,4.95,AA0083TFBBOD -> BA2544QEYTFB,AA0083 -> BA2544,F16C0Y165 -> F16C0Y165
P044845,12.9,12.9,0.0,AA0117TFBBOD -> BA2544QEYTFB,AA0117 -> BA2544,F16C0Y165 -> F16C0Y165
P044893,6.7,5.4,1.3,AA0109TFBBOD -> BA2642QEYTFB,AA0109 -> BA2642,F16C0Y165 -> F16C0Y165
P044904,5.8,5.8,0.0,BA2400TFBCJM -> BA2570QEYTFB,BA2400 -> BA2570,F16C0Y165 -> F16C0Y165
P044906,12.2,12.2,0.0,BA2400TFBCJM -> BA2570QEYTFB,BA2400 -> BA2570,F16C0Y165 -> F16C0Y165
P044934,5.3,5.3,0.0,BA2486TFBCMJ -> BA2570QEYTFB,BA2486 -> BA2570,F16C0Y165 -> F16C0Y165
P044935,4.5,4.5,0.0,BA2490TFBCMJ -> BA2642QEYTFB,BA2490 -> BA2642,F16C0Y165 -> F16C0Y165
P044946,4.9,4.9,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044947,17.4,17.4,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044948,2.25,2.25,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044949,6.15,6.15,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044950,6.3,6.3,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044951,4.7,4.7,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044952,7.7,7.7,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044953,1.0,1.0,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044954,8.85,8.85,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044955,10.95,10.95,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044956,1.0,1.0,0.0,BA2537QEYCPJ,BA2537,F16C0Y165
P044957,5.15,5.15,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044958,8.6,8.6,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044960,21.85,21.85,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044961,3.0,3.0,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044962,7.25,7.25,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044963,8.25,8.25,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044964,1.9,1.9,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044965,24.8,24.8,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044966,12.15,12.15,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P044967,0.95,0.95,0.0,BA2593QEYCPJ,BA2593,F16C0Y165
P045010,12.35,1.05,11.3,AA0678TFBEFO -> BA2642QEYTFB,AA0678 -> BA2642,F16C0Y165 -> F16C0Y165
P045014,5.75,5.75,0.0,AA0670TFBEGX -> BA2544QEYTFB,AA0670 -> BA2544,F16C0Y165 -> F16C0Y165
P045016,11.9,11.9,0.0,AA0670TFBEGX -> BA2544QEYTFB,AA0670 -> BA2544,F16C0Y165 -> F16C0Y165
P045017,5.2,5.2,0.0,AA0670TFBEGX -> BA2544QEYTFB,AA0670 -> BA2544,F16C0Y165 -> F16C0Y165
P045022,0.9,0.9,0.0,AA0670TFBEGX -> BA2544QEYTFB,AA0670 -> BA2544,F16C0Y165 -> F16C0Y165
P045027,11.95,11.95,0.0,AA0660TFBEGX -> BA2570QEYTFB,AA0660 -> BA2570,F16C0Y165 -> F16C0Y165
P045035,3.45,3.4,0.05,BA2644QEYFVH,super_BA2644,F16C0Y165
P045036,1.05,1.05,0.0,BA2644QEYFVH,super_BA2644,F16C0Y165
P045037,9.85,9.85,0.0,BA2644QEYFVH,super_BA2644,F16C0Y165
P045038,2.6,2.6,0.0,BA2644QEYFVH,super_BA2644,F16C0Y165
P045039,0.85,0.85,0.0,BA2644QEYFVH,super_BA2644,F16C0Y165
P045040,2.55,2.55,0.0,BA2644QEYFVH,super_BA2644,F16C0Y165
P045041,1.05,1.05,0.0,BA2644QEYFVH,super_BA2644,F16C0Y165
P045042,1.05,0.95,0.1,BA2644QEYFVH,super_BA2644,F16C0Y165
P045044,0.85,0.85,0.0,BA2644QEYFVH,super_BA2644,F16C0Y165
P045057,15.95,7.05,8.9,AA0014TFBFXS -> BA2624QEYTFB,AA0014 -> BA2624,F16C0Y165 -> F16C0Y165
P045088,1.25,0.8,0.45,AA0187BODGBJ -> AA0087TFBBOD -> BA2570QEYTFB,AA0187 -> AA0087 -> BA2570,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P045089,4.1,4.1,0.0,AA0129TFBGBJ -> BA2642QEYTFB,AA0129 -> BA2642,F16C0Y165 -> F16C0Y165
P045093,1.7,0.2,1.5,AA0129TFBGBJ -> BA2642QEYTFB,AA0129 -> BA2642,F16C0Y165 -> F16C0Y165
P045101,12.95,12.95,0.0,BA2533QEYGBU,BA2533,F16C0Y165
P045102,7.85,7.85,0.0,BA2533QEYGBU,BA2533,F16C0Y165
P045103,9.25,9.25,0.0,BA2533QEYGBU,BA2533,F16C0Y165
P045106,10.45,10.45,0.0,BA2533QEYGBU,BA2533,F16C0Y165
P045108,27.65,27.65,0.0,BA2533QEYGBU,BA2533,F16C0Y165
P045113,0.05,0.05,0.0,BA2539TFBGBU -> BA2544QEYTFB,BA2539 -> BA2544,F0C0Y76 -> F16C0Y165
P045115,0.1,0.05,0.05,BA2539TFBGBU -> BA2544QEYTFB,BA2539 -> BA2544,F0C0Y76 -> F16C0Y165
P045116,0.05,0.05,0.0,BA2539TFBGBU -> BA2544QEYTFB,BA2539 -> BA2544,F0C0Y76 -> F16C0Y165
P045133,4.35,4.35,0.0,BA2326TFBHUG -> BA2544QEYTFB,super_BA2326 -> BA2544,F16C0Y165 -> F16C0Y165
P045144,4.25,4.25,0.0,BA2570QEYTFB -> BA2326TFBHUG,BA2570 -> super_BA2326,F16C0Y165 -> F16C0Y165
P045146,5.55,5.55,0.0,BA2570QEYTFB -> BA2326TFBHUG,BA2570 -> super_BA2326,F16C0Y165 -> F16C0Y165
P045148,12.2,12.2,0.0,BA2570QEYTFB -> BA2326TFBHUG,BA2570 -> super_BA2326,F16C0Y165 -> F16C0Y165
P045152,22.65,8.45,14.2,BA2570QEYTFB -> BA2326TFBHUG,BA2570 -> super_BA2326,F16C0Y165 -> F16C0Y165
P045154,6.1,6.1,0.0,BA2570QEYTFB -> BA2326TFBHUG,BA2570 -> super_BA2326,F16C0Y165 -> F16C0Y165
P045162,1.3,1.3,0.0,BA2570QEYTFB -> BA2326TFBIMO,BA2570,F16C0Y165
P045165,0.15,0.15,0.0,BA2570QEYTFB -> BA2326TFBIMO,BA2570,F16C0Y165
P045170,11.9,11.9,0.0,BA2571QEYPBL -> AA0835PBLIOM,BA2571 -> AA0835,F16C0Y165 -> F16C0Y165
P045172,0.95,0.95,0.0,BA2571QEYPBL -> AA0835PBLIOM,BA2571 -> AA0835,F16C0Y165 -> F16C0Y165
P045174,22.9,9.35,13.55,BA2571QEYPBL -> AA0835PBLIOM,BA2571 -> AA0835,F16C0Y165 -> F16C0Y165
P045175,11.7,11.55,0.15,BA2571QEYPBL -> AA0835PBLIOM,BA2571 -> AA0835,F16C0Y165 -> F16C0Y165
P045198,5.85,5.85,0.0,AA0061TFBKOV -> BA2544QEYTFB,super_AA0061 -> BA2544,F16C0Y165 -> F16C0Y165
P045214,1.8,1.5,0.3,AA0075TFBKOV -> BA2570QEYTFB,AA0075 -> BA2570,F16C0Y165 -> F16C0Y165
P045231,5.6,5.6,0.0,AA0067TFBKOV -> BA2624QEYTFB,BA2624,F16C0Y165
P045236,11.35,11.35,0.0,AA0069TFBKOV -> BA2642QEYTFB,BA2642,F16C0Y165
P045248,1.0,1.0,0.0,AA0079TFBKOV -> BA2642QEYTFB,AA0079 -> BA2642,F16C0Y165 -> F16C0Y165
P045255,18.75,0.9,17.85,AA0843TFBLPB -> BA2570QEYTFB,AA0843 -> BA2570,F16C0Y165 -> F16C0Y165
P045256,6.2,4.55,1.65,AA0843TFBLPB -> BA2570QEYTFB,AA0843 -> BA2570,F16C0Y165 -> F16C0Y165
P045265,0.95,0.95,0.0,BA2571QEYPBL -> AA0823PBLLPB,BA2571 -> AA0823,F16C0Y165 -> F16C0Y165
P045269,3.95,3.95,0.0,BA2571QEYPBL -> AA0823PBLLPB,BA2571 -> AA0823,F16C0Y165 -> F16C0Y165
P045271,1.3,1.05,0.25,BA2571QEYPBL -> AA0823PBLLPB,BA2571 -> AA0823,F16C0Y165 -> F16C0Y165
P045273,21.7,21.7,0.0,BA2571QEYPBL -> AA0823PBLLPB,BA2571 -> AA0823,F16C0Y165 -> F16C0Y165
P045286,5.7,5.7,0.0,AA0062KOVLUO -> AA0061TFBKOV -> BA2544QEYTFB,super_AA0061 -> BA2544,F16C0Y165 -> F16C0Y165
P045296,7.7,7.7,0.0,AA0065TFBLUO -> BA2544QEYTFB,super_AA0065 -> BA2544,F0C0Y76 -> F16C0Y165
P045297,1.0,1.0,0.0,AA0065TFBLUO -> BA2544QEYTFB,super_AA0065 -> BA2544,F0C0Y76 -> F16C0Y165
P045307,11.65,0.05,11.6,BA2624QEYTFB -> AA0067TFBLUO,BA2624 -> super_AA0067,F16C0Y165 -> F16C0Y165
P045308,1.7,1.7,0.0,BA2624QEYTFB -> AA0067TFBLUO,BA2624 -> super_AA0067,F16C0Y165 -> F16C0Y165
P045315,9.1,4.45,4.65,BA2642QEYTFB -> AA0069TFBLUO,BA2642 -> super_AA0069,F16C0Y165 -> F16C0Y165
P045318,10.15,10.15,0.0,BA2642QEYTFB -> AA0069TFBLUO,BA2642 -> super_AA0069,F16C0Y165 -> F16C0Y165
P045355,6.0,5.95,0.05,AA0470TFBMBY -> BA2624QEYTFB,AA0470 -> BA2624,F16C0Y165 -> F16C0Y165
P045386,0.15,0.15,0.0,BA2217TFBMXT -> BA2624QEYTFB,super_BA2217 -> BA2624,F16C0Y165 -> F16C0Y165
P045388,2.85,0.15,2.7,BA2217TFBMXT -> BA2624QEYTFB,super_BA2217 -> BA2624,F16C0Y165 -> F16C0Y165
P045392,7.75,7.75,0.0,BA2217TFBMXT -> BA2624QEYTFB,super_BA2217 -> BA2624,F16C0Y165 -> F16C0Y165
P045396,0.6,0.6,0.0,BA2217TFBMXT -> BA2624QEYTFB,super_BA2217 -> BA2624,F16C0Y165 -> F16C0Y165
P045411,0.9,0.9,0.0,BA2348TFBNTP -> BA2570QEYTFB,BA2348 -> BA2570,F16C0Y165 -> F16C0Y165
P045415,2.0,2.0,0.0,BA2348TFBNTP -> BA2570QEYTFB,BA2348 -> BA2570,F16C0Y165 -> F16C0Y165
P045417,3.4,3.4,0.0,BA2348TFBNTP -> BA2570QEYTFB,BA2348 -> BA2570,F16C0Y165 -> F16C0Y165
P045418,5.2,5.2,0.0,BA2348TFBNTP -> BA2570QEYTFB,BA2348 -> BA2570,F16C0Y165 -> F16C0Y165
P045431,19.55,19.55,0.0,BA2563QEYPBL,BA2563,F0C0Y76
P045432,7.9,7.9,0.0,BA2563QEYPBL,BA2563,F0C0Y76
P045433,2.85,2.85,0.0,BA2563QEYPBL,BA2563,F0C0Y76
P045434,12.05,12.05,0.0,BA2563QEYPBL,BA2563,F0C0Y76
P045436,9.25,9.25,0.0,BA2563QEYPBL,BA2563,F0C0Y76
P045438,24.45,6.2,18.25,BA2563QEYPBL,BA2563,F0C0Y76
P045440,1.65,1.65,0.0,BA2563QEYPBL,BA2563,F0C0Y76
P045442,5.65,5.65,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045443,14.0,14.0,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045444,3.1,3.1,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045445,1.65,1.65,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045446,0.85,0.85,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045447,8.35,8.35,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045449,31.5,31.5,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045450,12.4,12.4,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045451,1.2,1.2,0.0,BA2571QEYPBL,BA2571,F16C0Y165
P045453,6.25,6.25,0.0,BA2589QEYPBL,BA2589,F0C0Y76
P045454,7.6,7.6,0.0,BA2589QEYPBL,BA2589,F0C0Y76
P045455,20.45,20.45,0.0,BA2589QEYPBL,BA2589,F0C0Y76
P045456,0.9,0.9,0.0,BA2589QEYPBL,BA2589,F0C0Y76
P045458,8.75,8.75,0.0,BA2589QEYPBL,BA2589,F0C0Y76
P045460,26.05,17.35,8.7,BA2589QEYPBL,BA2589,F0C0Y76
P045461,12.85,12.85,0.0,BA2589QEYPBL,BA2589,F0C0Y76
P045462,1.65,1.65,0.0,BA2589QEYPBL,BA2589,F0C0Y76
P045464,22.95,22.95,0.0,BA2609QEYPBL,super_BA2609,F16C0Y165
P045465,4.1,4.1,0.0,BA2609QEYPBL,super_BA2609,F16C0Y165
P045466,21.65,21.65,0.0,BA2609QEYPBL,super_BA2609,F16C0Y165
P045467,0.75,0.75,0.0,BA2609QEYPBL,super_BA2609,F16C0Y165
P045469,8.8,8.8,0.0,BA2609QEYPBL,super_BA2609,F16C0Y165
P045471,23.65,23.65,0.0,BA2609QEYPBL,super_BA2609,F16C0Y165
P045472,11.75,11.75,0.0,BA2609QEYPBL,super_BA2609,F16C0Y165
P045473,6.6,6.6,0.0,BA2609QEYPBL,super_BA2609,F16C0Y165
P045477,19.95,1.2,18.75,AA0346TFBPBL -> BA2642QEYTFB,AA0346 -> BA2642,F16C0Y165 -> F16C0Y165
P045489,12.1,0.6,11.5,BA2633QEYTNG -> AA0821TNGPHH,BA2633 -> super_AA0821,F16C0Y165 -> F16C0Y165
P045494,7.1,0.1,7.0,BA2633QEYTNG -> AA0821TNGPHH,BA2633 -> super_AA0821,F16C0Y165 -> F16C0Y165
P045511,12.85,5.95,6.9,BA2645QEYTNG -> AA0821TNGPHH,BA2645 -> super_AA0821,F16C0Y165 -> F16C0Y165
